model,na,nb,nk,alpha,n_params,val_FIT_1step,val_FIT_12,val_FIT_sim,val_block_FIT_sim,val_block_mean_FIT_sim,val_block_std_FIT_sim,val_robust_score
ARX_na3_nb8_nk3_alpha0,3,8,3,0.0,132,89.25177580458711,65.70408211254313,-55.52146200202592,"[-46.43201074220711, -47.81097392589611, -23.97201707544767, -62.378397484895686]",-45.14834980711164,13.729975997202954,-52.01333780571312
ARX_na2_nb8_nk3_alpha0.01,2,8,3,0.01,131,89.25227080812176,65.68338576266986,-55.5684363673018,"[-46.48882196046622, -47.85853055408158, -24.034065248532556, -62.43584226414099]",-45.20431500680533,13.727707608458852,-52.06816881103476
ARX_na2_nb8_nk3_alpha0.001,2,8,3,0.001,131,89.25174069777198,65.68102113624633,-55.56905710569053,"[-46.48749168364223, -47.85819193653216, -24.031728563874033, -62.43867521019186]",-45.20402184856007,13.72945003543313,-52.06874686627663
ARX_na2_nb8_nk3_alpha0,2,8,3,0.0,131,89.25167901879595,65.68075567595378,-55.56914061799603,"[-46.48735710609677, -47.8581851100551, -24.03148276732456, -62.43899594482727]",-45.20400523207593,13.729641976816517,-52.06882622048418
ARX_na2_nb8_nk3_alpha0.1,2,8,3,0.1,131,89.25595602399807,65.70528385339041,-55.571480531308296,"[-46.50994836670239, -47.87903683434458, -24.066719437319883, -62.4115785644056]",-45.216820800693114,13.708993903141808,-52.071317752264015
ARX_na2_nb2_nk4_alpha0.1,2,2,4,0.1,35,88.55698829092637,49.018892351408304,-71.25781259831699,"[-59.33560786747789, -79.99161907211212, -47.876610071402645, -81.10194821362062]",-67.07644630615331,14.07187516383169,-74.11238388806916
ARX_na2_nb2_nk4_alpha0.01,2,2,4,0.01,35,88.55571244280256,48.98266253818711,-71.28957319048561,"[-59.306698175396, -80.16612631573439, -47.888095877774894, -81.16135959591058]",-67.13056999120397,14.126876563997882,-74.19400827320291
ARX_na2_nb2_nk4_alpha0.001,2,2,4,0.001,35,88.55557810138774,48.97904386854465,-71.2925832133408,"[-59.30271254190056, -80.18426497349212, -47.889127905267806, -81.16710195864236]",-67.1358018448257,14.132688338276406,-74.20214601396391
ARX_na2_nb2_nk4_alpha0,2,2,4,0.0,35,88.55556308594007,48.97864184308279,-71.29291597039844,"[-59.302254663525275, -80.18629032528723, -47.88924202493294, -81.16773736777836]",-67.13638109538095,14.133338150444194,-74.20305017060305
ARX_na2_nb1_nk4_alpha0.1,2,1,4,0.1,19,88.51018760169285,48.90423478600333,-71.8969788226425,"[-58.65009490674859, -81.02397460263695, -53.35541057857856, -79.3149922070441]",-68.08611807375206,12.242426458630572,-74.20733130306735
ARX_na2_nb1_nk4_alpha0.01,2,1,4,0.01,19,88.50909717628427,48.85808625932163,-71.95888335199649,"[-58.65517577858714, -81.30134000540478, -53.36257386985768, -79.4025448939776]",-68.1804086369568,12.332816693053939,-74.34681698348376
ARX_na2_nb1_nk4_alpha0.001,2,1,4,0.001,19,88.50898629043134,48.85343327970101,-71.96516018672602,"[-58.655695926241556, -81.3293920640102, -53.36335366746412, -79.41138208675238]",-68.18995593611706,12.341955227818254,-74.36093355002619
ARX_na2_nb1_nk4_alpha0,2,1,4,0.0,19,88.5089739489496,48.85291584880961,-71.96585859954385,"[-58.65575386113957, -81.3325125504953, -53.363441042205295, -79.41236492960311]",-68.19101809586081,12.342971750882898,-74.36250397130226
ARX_na2_nb5_nk4_alpha0.1,2,5,4,0.1,83,88.52835064736604,48.378715703097654,-72.45790519018973,"[-64.3758105761238, -72.72375001754119, -46.33953245884683, -86.64399327384946]",-67.52077158159032,14.588559413089804,-74.81505128813522
ARX_na2_nb5_nk4_alpha0.01,2,5,4,0.01,83,88.52614506764175,48.34386280306309,-72.44029351954605,"[-64.30555437134504, -72.82169540750904, -46.28630927500077, -86.6829840331165]",-67.52413577174283,14.633268135771534,-74.8407698396286
ARX_na2_nb5_nk4_alpha0.001,2,5,4,0.001,83,88.5258944330981,48.34036747295604,-72.43686382932783,"[-64.29649052586315, -72.831906242841, -46.27818716843848, -86.68609730605115]",-67.52317031079843,14.638657890797349,-74.84249925619712
ARX_na2_nb5_nk4_alpha0,2,5,4,0.0,83,88.52586625527337,48.33997894584846,-72.43645754601282,"[-64.29545363875076, -72.83304790826777, -46.27724205409323, -86.68643141088259]",-67.52304375299857,14.639270801769099,-74.84267915388313
ARX_na2_nb3_nk4_alpha0.1,2,3,4,0.1,51,88.53668578797503,48.25649371007,-75.01135632412448,"[-63.611618600596145, -82.03186502176143, -48.895809928572234, -86.32652162393349]",-70.21645379371583,14.977749586758666,-77.70532858709517
ARX_na2_nb3_nk4_alpha0.01,2,3,4,0.01,51,88.53541616990691,48.21623456160559,-75.06604054322604,"[-63.61746143807607, -82.18528700918641, -48.94654423522782, -86.40473519415785]",-70.28850696916204,15.010399805928996,-77.79370687212653
ARX_na2_nb3_nk4_alpha0.001,2,3,4,0.001,51,88.5352809527278,48.212186146340464,-75.07133671120792,"[-63.617251596163186, -82.20112421423427, -48.95142675386561, -86.41242533660396]",-70.29555697521675,15.013890524302338,-77.80250223736792
ARX_na2_nb3_nk4_alpha0,2,3,4,0.0,51,88.5352658250592,48.21173608355971,-75.07192222823977,"[-63.61721691389233, -82.20289053566998, -48.951965490247495, -86.41327771844922]",-70.29633766456476,15.014281830067342,-77.80347857959843
ARX_na2_nb8_nk4_alpha0,2,8,4,0.0,131,88.47359707423456,47.42969359134024,-83.71730772959998,"[-79.76502868268575, -70.09595806967994, -54.945125042717805, -101.82660094230944]",-76.65817818434823,17.011918128969935,-85.1641372488332
ARX_na2_nb8_nk4_alpha0.001,2,8,4,0.001,131,88.47365872066672,47.43007002318571,-83.71829667738508,"[-79.76616910380582, -70.09696668733415, -54.94647705537508, -101.82643189194928]",-76.65901118461608,17.01137899827973,-85.16470068375594
ARX_na2_nb8_nk4_alpha0.01,2,8,4,0.01,131,88.47419769003422,47.433462629997216,-83.72688125949257,"[-79.77617759486589, -70.10574457574619, -54.95822598834952, -101.82476506785174]",-76.66622830670333,17.00662420922217,-85.16954041131441
ARX_na2_nb8_nk4_alpha0.1,2,8,4,0.1,131,88.47850411978015,47.46772946459139,-83.78916928859262,"[-79.85662008857204, -70.17147761352082, -55.044391011680084, -101.79722381462301]",-76.71742813209899,16.96629514531285,-85.20057570475541
ARX_na3_nb1_nk4_alpha0.1,3,1,4,0.1,20,88.69792314182227,29.832446111659305,-93.1772251754781,"[-79.45569149293243, -103.76346524869705, -87.7485787969671, -102.68160174338318]",-93.41233432049494,10.24611189300902,-98.53539026699944
ARX_na3_nb1_nk4_alpha0.01,3,1,4,0.01,20,88.69705896742614,29.703020574905025,-93.32477253434513,"[-79.53287208276616, -104.12830570694945, -87.88448348122782, -102.8572635654457]",-93.60073120909729,10.333118655040973,-98.76729053661778
ARX_na5_nb1_nk4_alpha0.1,5,1,4,0.1,22,88.71142374726206,29.41287590165028,-94.07420200874965,"[-80.95420305271601, -103.59353865084309, -84.81366407836752, -104.43082332572669]",-93.44805727691333,10.655996922793173,-98.77605573830992
ARX_na3_nb1_nk4_alpha0.001,3,1,4,0.001,20,88.69697125029671,29.690011014329045,-93.33965146390344,"[-79.54062542064742, -104.16515068626082, -87.89817811783645, -102.87494340489785]",-93.61972440741063,10.341931810799776,-98.79069031281051
ARX_na3_nb1_nk4_alpha0,3,1,4,0.0,20,88.6969614892721,29.688564749216606,-93.34130609238565,"[-79.54148730546655, -104.16924867884143, -87.89970093260344, -102.87690912183783]",-93.62183650968731,10.342912329193458,-98.79329267428405
ARX_na5_nb1_nk4_alpha0.01,5,1,4,0.01,22,88.71059987213205,29.29566051792911,-94.21511241999416,"[-81.02348488249793, -103.94946568006458, -84.92339462346365, -104.60412729934517]",-93.62511812134284,10.743043646516647,-98.99663994460116
ARX_na5_nb1_nk4_alpha0.001,5,1,4,0.001,22,88.71051622296915,29.283887435924594,-94.22931746789438,"[-81.0304366551393, -103.98541186726287, -84.93445464528611, -104.62156007268266]",-93.64296581009273,10.751857755989874,-99.01889468808767
ARX_na5_nb1_nk4_alpha0,5,1,4,0.0,22,88.71050691436815,29.282578732049082,-94.23089710556086,"[-81.03120934502277, -103.98940991056635, -84.93568453194725, -104.62349820978804]",-93.64495049933109,10.752838345525277,-99.02136967209373
ARX_na12_nb1_nk4_alpha0.1,12,1,4,0.1,29,88.68935377881266,30.143653591179476,-93.73202754684442,"[-84.39106866247997, -102.58445142553087, -75.20999447585164, -108.51073197575296]",-92.67406163490386,13.440773485964298,-99.39444837788601
ARX_na12_nb1_nk4_alpha0.01,12,1,4,0.01,29,88.68845699730682,30.02220002186484,-93.88774898507712,"[-84.46639212934464, -102.98573684784999, -75.33446293014805, -108.71442326284964]",-92.87525379254808,13.523030870239749,-99.63676922766795
ARX_na12_nb1_nk4_alpha0.001,12,1,4,0.001,29,88.68836602200152,30.010036388703433,-93.90344767854646,"[-84.47394764832777, -103.0262701093747, -75.34702069323167, -108.73490515436744]",-92.89553590132539,13.53136106088444,-99.66121643176761
ARX_na12_nb1_nk4_alpha0,12,1,4,0.0,29,88.6883558989806,30.00868424492059,-93.90519341971756,"[-84.4747874167993, -103.030778410746, -75.34841726876141, -108.73718219921753]",-92.89779132388105,13.53228782532249,-99.6639352365423
ARX_na8_nb1_nk4_alpha0.1,8,1,4,0.1,25,88.70111783427254,28.87305142117633,-95.16703441363568,"[-83.5621862344723, -103.77902558403687, -83.4327802619242, -107.34886827075618]",-94.53071508779738,11.105281183542855,-100.0833556795688
ARX_na8_nb1_nk4_alpha0.01,8,1,4,0.01,25,88.70026537983489,28.74665677004079,-95.3249151224131,"[-83.64139747917001, -104.165508969407, -83.5723493996374, -107.5411204000468]",-94.7300940620653,11.187089748518082,-100.32363893632434
ARX_na8_nb1_nk4_alpha0.001,8,1,4,0.001,25,88.70017887176851,28.73396127882335,-95.34082861726264,"[-83.64934568418587, -104.20453499142863, -83.58641323545967, -107.56045291073364]",-94.75018670545195,11.195379976037655,-100.34787669347078
ARX_na8_nb1_nk4_alpha0,8,1,4,0.0,25,88.70016924549927,28.73255003446826,-95.3425982120446,"[-83.6502291285534, -104.20887551351021, -83.58797710543291, -107.56260218505984]",-94.7524209831391,11.196302355973376,-100.3505721611258
ARX_na3_nb2_nk4_alpha0.1,3,2,4,0.1,36,88.7641515325848,29.8229209706794,-94.82109346976077,"[-82.60908072616164, -105.44991253472902, -83.74431974229766, -107.14773798479081]",-94.73776274699478,11.583591359521996,-100.52955842675577
ARX_na3_nb2_nk4_alpha0.01,3,2,4,0.01,36,88.76328025761212,29.706171769927348,-94.93253666442133,"[-82.68100040717776, -105.66822453016131, -83.87361141820146, -107.3073841567199]",-94.88255512806512,11.627358041020882,-100.69623414857556
ARX_na3_nb2_nk4_alpha0.001,3,2,4,0.001,36,88.7631891860434,29.6945007666347,-94.94332676140147,"[-82.68790173163072, -105.6896314781551, -83.88599492545833, -107.3233279262531]",-94.89671401537433,11.631840276856169,-100.71263415380241
ARX_na3_nb2_nk4_alpha0,3,2,4,0.0,36,88.76317901547063,29.693204074352884,-94.94452114369338,"[-82.68866546017375, -105.69200393305644, -83.88736371944587, -107.32509931972535]",-94.89828310810034,11.632339396017946,-100.71445280610932
ARX_na3_nb5_nk4_alpha0.1,3,5,4,0.1,84,88.73265459816969,29.19040462618254,-96.93443925394305,"[-88.20149593164011, -99.88816912041749, -83.17836641584802, -114.55567196783227]",-96.45592585893448,12.08108336617482,-102.49646754202189
ARX_na3_nb5_nk4_alpha0.01,3,5,4,0.01,84,88.73040024153607,29.066873851201603,-97.04447310399438,"[-88.26296762108865, -100.09265063714845, -83.30859695724749, -114.73209638666195]",-96.59907790053663,12.11547593141939,-102.65681586624632
ARX_na3_nb5_nk4_alpha0.001,3,5,4,0.001,84,88.7301301564747,29.054340755683626,-97.05464971731637,"[-88.26848402850919, -100.11299970692873, -83.31981094750869, -114.74978188758973]",-96.6127691426341,12.11953667593221,-102.6725374806002
ARX_na3_nb5_nk4_alpha0,3,5,4,0.0,84,88.73009947275204,29.052945588138467,-97.05576803697633,"[-88.26908907620819, -100.11525881053554, -83.3210290462637, -114.75174766973164]",-96.61428115068476,12.119997097523603,-102.67427969944656
ARX_na3_nb3_nk4_alpha0.1,3,3,4,0.1,52,88.74341029787726,28.843678691955688,-98.80629236629991,"[-87.29633347197725, -107.19738083512888, -83.92618511050274, -113.71360106337964]",-98.03337512024713,12.690009453284354,-104.3783798468893
ARX_na3_nb3_nk4_alpha0.01,3,3,4,0.01,52,88.74243989579213,28.717961218521037,-98.9714647585814,"[-87.42326860204761, -107.43884861819417, -84.14365944732889, -113.90937936814555]",-98.22878900892906,12.70685108563845,-104.58221455174828
ARX_na3_nb3_nk4_alpha0.001,3,3,4,0.001,52,88.74232919236952,28.70523455664644,-98.98865306188524,"[-87.43657674020355, -107.46333379951723, -84.16675684961147, -113.92923768850687]",-98.24897626945979,12.708185061510518,-104.60306880021504
ARX_na3_nb3_nk4_alpha0,3,3,4,0.0,52,88.74231668178162,28.703818289924456,-98.99057375280506,"[-87.4380665132854, -107.46605844860437, -84.16934465822597, -113.93144863332041]",-98.25122956335905,12.70832718235591,-104.605393154537
ARX_na3_nb8_nk4_alpha0.1,3,8,4,0.1,132,88.67776036869517,27.962594480243187,-109.50656221679114,"[-105.61706381434944, -99.44405279901906, -92.78883068402352, -131.92099674589093]",-107.44273601082074,14.84279456531469,-114.86413329347809
ARX_na3_nb8_nk4_alpha0.01,3,8,4,0.01,132,88.67378873866487,27.83812184728832,-109.60213820472732,"[-105.69137671281527, -99.51118012735247, -92.9213228781013, -132.11719561014382]",-107.56026883210322,14.879700754355913,-115.00011920928118
ARX_na3_nb8_nk4_alpha0.001,3,8,4,0.001,132,88.67327626540718,27.82543632350847,-109.6106862079563,"[-105.6983227699328, -99.51658445014111, -92.9328749241189, -132.13694202063516]",-107.571181041207,14.884058106116964,-115.01321009426547
ARX_na3_nb8_nk4_alpha0,3,8,4,0.0,132,88.67321743417953,27.824023055561543,-109.61162103264725,"[-105.69908873329462, -99.51716604096359, -92.93413260160071, -132.13913796505685]",-107.57238133522895,14.884552192677734,-115.01465743156783
ARX_na5_nb2_nk4_alpha0.1,5,2,4,0.1,38,88.79264588508383,10.30724373764398,-119.25544849993219,"[-103.13657774668413, -136.8825780097781, -119.71997405287595, -133.00201487098334]",-123.18528617008039,13.20930603443066,-129.78993918729572
ARX_na5_nb2_nk4_alpha0.01,5,2,4,0.01,38,88.79178092894237,10.158960693173857,-119.46656904896673,"[-103.27675408859211, -137.20205308795124, -119.96645379269468, -133.25648297987146]",-123.42543598727737,13.27006597370582,-130.0604689741303
ARX_na5_nb2_nk4_alpha0.001,5,2,4,0.001,38,88.79168906588933,10.144094193457809,-119.4875544023978,"[-103.29099660498069, -137.23298688153102, -119.99065496818378, -133.28228058815844]",-123.44922976071348,13.275889353421967,-130.08717443742447
ARX_na5_nb2_nk4_alpha0,5,2,4,0.0,38,88.79167878734987,10.1424418444235,-119.48988458491216,"[-103.29258337938944, -137.23640968583751, -119.99333754309443, -133.28515206477073]",-123.45187066827303,13.276532438132769,-130.0901368873394
ARX_na12_nb2_nk4_alpha0.1,12,2,4,0.1,45,88.7671844838942,11.94285786027356,-120.5279616425579,"[-108.68406464498986, -135.95650453704584, -109.95122014089192, -140.86960371637684]",-123.86534825982612,14.657891196007668,-131.19429385782996
ARX_na12_nb2_nk4_alpha0.01,12,2,4,0.01,45,88.76626841597714,11.788075409902799,-120.74820507287924,"[-108.83746919477808, -136.32204441208668, -110.17666759299311, -141.1759530309751]",-124.12803355770825,14.728946244572391,-131.49250667999445
ARX_na12_nb2_nk4_alpha0.001,12,2,4,0.001,45,88.7661717123289,11.772618696687797,-120.76998079369825,"[-108.85288358526735, -136.35778134334672, -110.19869280578965, -141.20686243051193]",-124.1540550412289,14.736071038102768,-131.52209056028028
