candidate_id,order,na,nb,nk,residual_model,shrink,train_seconds,arx_val_FIT_sim,arx_test_FIT_sim,val_FIT_sim,val_RMSE_sim,test_FIT_sim,test_RMSE_sim,test_Bias_sim
2,"(1,5,2)",1,5,2,hgb_31,0.2,2.703892946243286,68.95594283365008,66.83374279146224,69.74896423117627,0.9082391742180085,67.72832969862758,0.9400541005182845,0.0004999362629847691
7,"(5,1,2)",5,1,2,extra_trees_leaf5,0.2,4.235193490982056,68.84107198659018,66.41757488973361,69.73592854600477,0.9086190352510564,67.50131580098737,0.9466448388099886,-0.001243778922285086
15,"(5,3,2)",5,3,2,extra_trees_leaf5,0.2,5.011077642440796,68.78755294643855,66.49222223827536,69.70947522999296,0.9094132438726688,67.58662129128803,0.94415999968171,0.00546680196086127
11,"(2,5,2)",2,5,2,extra_trees_leaf5,0.2,4.320470571517944,68.79523200462317,66.40197582319377,69.69210714131037,0.9099462177963797,67.49862434644591,0.946745277523157,0.012668977909614396
6,"(5,1,2)",5,1,2,hgb_31,0.2,1.272641658782959,68.84107198659018,66.41757488973361,69.67205559577782,0.9105366945621,67.3761045076271,0.9502920826151336,-0.011269315732761126
14,"(5,3,2)",5,3,2,hgb_31,0.2,2.144958257675171,68.78755294643855,66.49222223827536,69.63973431238777,0.9115070773269106,67.48846284573679,0.9470192288522714,-0.0002630426855167718
10,"(2,5,2)",2,5,2,hgb_31,0.2,1.3336093425750732,68.79523200462317,66.40197582319377,69.6003262959923,0.9127017915161602,67.335025506439,0.9515108120911645,0.0011313108939282773
25,"(3,1,2)",3,1,2,ridge_1,0.4,0.08973145484924316,68.17677007356254,65.87835493837217,69.58536691105638,0.9131030362291012,67.49600580203504,0.9467553853361264,0.018977479219698643
17,"(1,1,2)",1,1,2,ridge_1,0.4,0.07482194900512695,68.25214916263313,66.26345701580551,69.58248022289166,0.9131680047787063,67.8060251991311,0.9377052456151037,0.023709996073556745
29,"(2,1,2)",2,1,2,ridge_1,0.4,0.07107114791870117,68.15954878440277,65.9516786753371,69.57854507019894,0.9132861424690651,67.58776651198654,0.9440624076959725,0.021066834912419036
21,"(1,3,2)",1,3,2,ridge_1,0.4,0.07703614234924316,68.2398097308059,66.16944624211062,69.57747119803388,0.9133610486309269,67.711937223897,0.9404875333590631,0.016939298070398078
1,"(1,5,2)",1,5,2,ridge_1,0.2,0.09751105308532715,68.95594283365008,66.83374279146224,69.44644016430301,0.917321977556637,67.40439024913779,0.94949025938359,0.017337804176989144
5,"(5,1,2)",5,1,2,ridge_1,0.2,0.0832974910736084,68.84107198659018,66.41757488973361,69.41815168817492,0.9181596584426649,67.09325353684481,0.9585311673117256,0.004255784750372682
20,"(1,1,2)",1,1,2,random_forest_leaf5,0.2,22.62343192100525,68.25214916263313,66.26345701580551,69.41325079532308,0.9182484616948204,67.5768948070327,0.9443790649222721,0.019724989103065076
24,"(1,3,2)",1,3,2,random_forest_leaf5,0.2,20.510611057281494,68.2398097308059,66.16944624211062,69.3968750464835,0.918783000613699,67.48123782125784,0.9472073515668031,0.018904398357508716
13,"(5,3,2)",5,3,2,ridge_1,0.2,0.09053778648376465,68.78755294643855,66.49222223827536,69.37592821907907,0.9194273347965597,67.17371503329804,0.9561874274890931,0.0077185417040083045
28,"(3,1,2)",3,1,2,random_forest_leaf5,0.2,19.92732548713684,68.17677007356254,65.87835493837217,69.36252583059724,0.9197931339386081,67.23452263967637,0.9543716982923135,0.017074405009071647
32,"(2,1,2)",2,1,2,random_forest_leaf5,0.2,19.002824306488037,68.15954878440277,65.9516786753371,69.3515303306668,0.9201013791574266,67.31419783259307,0.9520305690457268,0.018617214293563694
9,"(2,5,2)",2,5,2,ridge_1,0.2,0.08941125869750977,68.79523200462317,66.40197582319377,69.346610914389,0.9203191918073351,67.03924109082514,0.9601268319677493,0.017572076883760075
19,"(1,1,2)",1,1,2,extra_trees_leaf5,0.2,4.849416255950928,68.25214916263313,66.26345701580551,69.34620195271344,0.9202613430302223,67.54676018883508,0.9452567878419578,0.018469011101873493
23,"(1,3,2)",1,3,2,extra_trees_leaf5,0.2,4.959019184112549,68.2398097308059,66.16944624211062,69.32581692222337,0.9209163447321466,67.44707762130811,0.9482023707605085,0.01722097066384546
27,"(3,1,2)",3,1,2,extra_trees_leaf5,0.2,4.669594764709473,68.17677007356254,65.87835493837217,69.30325696983513,0.9215724937802161,67.21393519509645,0.9549713561038314,0.018090347255570703
31,"(2,1,2)",2,1,2,extra_trees_leaf5,0.2,4.831399202346802,68.15954878440277,65.9516786753371,69.2933343227688,0.921848488481518,67.27794464846428,0.953086505789732,0.018145120659009594
18,"(1,1,2)",1,1,2,hgb_31,0.2,1.1913566589355469,68.25214916263313,66.26345701580551,69.27541523321955,0.9223864396153066,67.3616799117021,0.9506475712975877,9.325551591304797e-05
30,"(2,1,2)",2,1,2,hgb_31,0.2,1.1354668140411377,68.15954878440277,65.9516786753371,69.2647881308955,0.9227054771271399,67.17470394214772,0.9560935700765387,0.013575661069354625
22,"(1,3,2)",1,3,2,hgb_31,0.2,1.1886863708496094,68.2398097308059,66.16944624211062,69.25435995248918,0.9230616631977235,67.27509183290324,0.9532119772838646,0.0004897975113209658
26,"(3,1,2)",3,1,2,hgb_31,0.2,1.1916775703430176,68.17677007356254,65.87835493837217,69.24493169591766,0.9233235254151272,67.09803851518934,0.958347119869243,0.018277719892390337
17,"(1,1,2)",1,1,2,ridge_1,0.2,0.07482194900512695,68.25214916263313,66.26345701580551,69.00969739456262,0.9303635866785286,67.12023685863426,0.9576800181693832,0.024508595116074373
21,"(1,3,2)",1,3,2,ridge_1,0.2,0.07703614234924316,68.2398097308059,66.16944624211062,68.99941597495558,0.9307157244422044,67.02544983099195,0.9604835560164898,0.01961488766436675
25,"(3,1,2)",3,1,2,ridge_1,0.2,0.08973145484924316,68.17677007356254,65.87835493837217,68.97737711663068,0.9313560043205766,66.77590386490759,0.9677300502592783,0.020208970196079694
